ID,TIPO,RAZON,ACTIVATION_CHANNEL,AGEING,BUSINESS_UNIT,TECHNOLOGY,DEVICE_TECHNOLOGY,DATA_USR,DATA_USR_M-1,DATA_USR_M-2,DATA_USR_M-3,DEVICE_TYPE,REGIONAL,DEPARTMENT,CITY,OPENING,GROSS,RECONNECTION,QTY_RCHG,QTY_RCHG_M-1,QTY_RCHG_M-2,QTY_RCHG_M-3,AMNT_RCHG,AMNT_RCHG_M-1,AMNT_RCHG_M-2,AMNT_RCHG_M-3,REV_TOTAL,REV_TOTAL_M-1,REV_TOTAL_M-2,REV_TOTAL_M-3,REV_IN,REV_IN_M-1,REV_IN_M-2,REV_IN_M-3,REV_OUT,REV_OUT_M-1,REV_OUT_M-2,REV_OUT_M-3,ARPU,CALLS_IN,CALLS_IN_M-1,CALLS_IN_M-2,CALLS_IN_M-3,MINUTES_IN,MINUTES_IN_M-1,MINUTES_IN_M-2,MINUTES_IN_M-3,MSG_IN,MSG_IN_M-1,MSG_IN_M-2,MSG_IN_M-3,CALLS_OUT,CALLS_OUT_M-1,CALLS_OUT_M-2,CALLS_OUT_M-3,MINUTES_OUT,MINUTES_OUT_M-1,MINUTES_OUT_M-2,MINUTES_OUT_M-3,MSG_OUT,MSG_OUT_M-1,MSG_OUT_M-2,MSG_OUT_M-3,PCKG_VOICE_FIXNET_M-1,PCKG_VOICE_FIXNET_M-2,PCKG_VOICE_FIXNET_M-3,REV_OUT_COMMUNICATION,REV_OUT_COMMUNICATION_M-1,REV_OUT_COMMUNICATION_M-2,REV_OUT_COMMUNICATION_M-3,REV_OUT_ENTERTAIMENT,REV_OUT_ENTERTAIMENT_M-1,REV_OUT_ENTERTAIMENT_M-2,REV_OUT_ENTERTAIMENT_M-3,REV_OUT_INFORMATION,REV_OUT_INFORMATION_M-1,REV_OUT_INFORMATION_M-2,REV_OUT_INFORMATION_M-3,REV_OUT_SOLUTIONS,REV_OUT_SOLUTIONS_M-1,REV_OUT_SOLUTIONS_M-2,REV_OUT_SOLUTIONS_M-3,CONSUMO_DATOS,CONSUMO_DATOS_M-1,CONSUMO_DATOS_M-2,CONSUMO_DATOS_M-3,CORE,CORE_M-1,CORE_M-2,CORE_M-3,DIAS_INACTIVIDAD,DIAS_INACTIVIDAD_M-1,DIAS_INACTIVIDAD_M-2,DIAS_INACTIVIDAD_M-3,QTY_PQT,PQT_MAS_COMPRADO,qty_pqt_M.1,pqt_mas_comprado_M.1,qty_pqt_M.2,pqt_mas_comprado_M.2,qty_pqt_M.3,pqt_mas_comprado_M.3,CHURN
262464,Base,Base,FUERZA_VD,118.0,MOBILE,2G,3G,Y,N,N,N,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",N,N,Y,1.0,0,0,0,6500.0,0.0,0.0,0.0,5436.0,0,0,0,0.0,0,0,0,5436.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,794.0,0,0,0,0.0,0,0,0,4643.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,CORE,NO CORE,NO CORE,NO CORE,302.0,302,272,241,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,,,0
66021,Base,Base,DISTRIBUIDORES,13.0,MOBILE,4G,2G,N,N,N,N,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,0.0,0,0,0,0.0,0.0,0.0,0.0,2566.0,3601,4446,3308,2566.0,3601,4446,3308,0.0,0,0,0,0,77.0,96,141,120,186.1,267.6,329.9,239.6,37.0,33.0,43.0,18.0,231.0,238,243,176,506.6,500.0,425.0,349.4,4.0,6,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,2891390.0,2570325.0,2363665.0,963185.1,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,,,,,,,,,0
472294,Base,Base,DISTRIBUIDORES,32.0,MOBILE,4G,2G,Y,N,N,N,SMARTPHONE,SUR,VALLE DEL CAUCA,ZARZAL,Y,N,N,5.0,0,0,0,24000.0,0.0,0.0,0.0,20535.0,829,718,529,462.0,829,718,529,20073.0,0,0,0,0,58.0,76,20,20,146.5,92.4,103.5,13.0,5.0,5.0,10.0,4.0,35.0,1,0,0,14.8,0.6,0.0,0.0,16.0,15,14,18,0.0,0.0,0.0,2930.0,0,0,0,0.0,0,0,0,17143.0,0,0,0,0.0,0,0,0,8990864.0,130899.2,33149.9,19278.8,CORE,NO CORE,NO CORE,NO CORE,0.0,0,0,2,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,,,0
226547,Base,Base,DISTRIBUIDORES,42.0,MOBILE,4G,2G,N,Y,N,Y,SMARTPHONE,BOGOTA,CUNDINAMARCA,GIRARDOT,Y,N,N,0.0,2,1,1,0.0,30000.0,2000.0,15000.0,4371.0,30844,6324,17104,4371.0,5753,5185,4558,0.0,25091,1139,12546,0,182.0,164,155,139,336.3,437.6,397.6,341.3,6.0,3.0,1.0,3.0,108.0,196,24,113,151.9,267.7,14.3,202.8,17.0,32,32,34,0.0,0.0,0.0,0.0,3663,1139,1831,0.0,0,0,0,0.0,21429,0,10714,0.0,0,0,0,7702984.0,11283997.0,739044.6,3429707.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,1,0,,,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,0
422600,Base,Base,DISTRIBUIDORES,3.0,MOBILE,4G,2G,Y,Y,N,N,SMARTPHONE,COSTA,BOLÍVAR,CARTAGENA DE INDIAS,Y,N,N,1.0,2,0,0,6500.0,16000.0,0.0,0.0,6536.0,13827,0,0,1100.0,445,0,0,5436.0,13382,0,0,0,16.0,10,0,0,82.4,33.3,0.0,0.0,0.0,1.0,0.0,0.0,5.0,8,0,0,10.2,19.8,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,794.0,1953,0,0,0.0,0,0,0,4643.0,11429,0,0,0.0,0,0,0,45097.1,7296123.0,0.0,0.0,CORE,CORE   ,NO CORE,NO CORE,1.0,1,16,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,0
150664,Base,Base,DISTRIBUIDORES,15.0,MOBILE,4G,2G,N,N,N,Y,SMARTPHONE,ANDINA,ANTIOQUIA,YARUMAL,Y,N,N,0.0,0,0,1,0.0,0.0,0.0,30000.0,5639.0,4421,6140,29864,5639.0,4421,6140,4773,0.0,0,0,25091,0,82.0,60,87,87,422.3,331.1,460.0,357.6,5.0,2.0,4.0,2.0,243.0,177,190,163,807.3,783.9,554.0,656.3,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,3663,0.0,0,0,0,0.0,0,0,21429,0.0,0,0,0,3274673.0,3163255.0,3742272.0,2855610.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,,,,,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 10 GB + WA + FB 30d -$30000,0
116979,Base,Base,DISTRIBUIDORES,2.0,MOBILE,4G,4G,Y,Y,N,N,SMARTPHONE,COSTA,ATLÁNTICO,PIOJÓ,Y,N,N,5.0,1,0,0,23000.0,3000.0,0.0,0.0,20542.0,2909,0,0,310.0,400,0,0,20232.0,2509,0,0,0,279.0,214,0,0,1319.2,1064.8,0.0,0.0,114.0,5.0,0.0,0.0,481.0,19,0,0,2000.2,24.4,0.0,0.0,131.0,11,0,0,0.0,0.0,0.0,3198.0,366,0,0,0.0,0,0,0,16933.0,2143,0,0,101.0,0,0,0,23453924.0,610934.6,0.0,0.0,CORE,CORE   ,NO CORE,NO CORE,0.0,0,0,0,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,,,,,0
157656,Base,Base,DISTRIBUIDORES,15.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,CHIGORODÓ,Y,N,N,5.0,5,5,5,29500.0,30000.0,30000.0,18000.0,31445.0,25360,25511,15329,722.0,269,420,274,30723.0,25091,25091,15055,0,50.0,33,39,30,121.2,34.4,63.3,33.4,7.0,0.0,6.0,0.0,61.0,134,168,139,53.0,145.1,178.5,147.3,22.0,3,24,3,0.0,0.0,0.0,3602.0,3663,3663,2198,0.0,0,0,0,21676.0,21429,21429,12857,5445.0,0,0,0,22207943.0,21720257.0,16681395.0,11165239.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,0
379025,Base,Base,DISTRIBUIDORES,8.0,MOBILE,4G,4G,Y,Y,Y,N,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Y,N,N,1.0,1,1,0,16000.0,15000.0,15000.0,0.0,14502.0,12881,12675,0,1120.0,335,129,0,13382.0,12546,12546,0,0,78.0,48,19,0,75.8,30.3,16.5,0.0,3.0,0.0,1.0,0.0,175.0,137,13,0,168.2,96.0,7.9,0.0,2.0,3,3,0,0.0,0.0,0.0,1953.0,1831,1831,0,0.0,0,0,0,11429.0,10714,10714,0,0.0,0,0,0,15196608.0,12354377.0,1396979.0,0.0,CORE,CORE   ,CORE   ,NO CORE,0.0,0,0,126,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,,,0
475481,Base,Base,DISTRIBUIDORES,4.0,MOBILE,4G,4G,Y,Y,N,Y,SMARTPHONE,SUR,RISARALDA,SANTA ROSA DE CABAL,Y,N,N,2.0,1,0,1,10000.0,6000.0,0.0,5000.0,8508.0,5149,0,4182,144.0,131,0,0,8364.0,5018,0,4182,0,37.0,8,0,0,43.6,10.4,0.0,0.0,5.0,1.0,0.0,1.0,56.0,6,0,0,262.1,8.1,0.0,0.0,15.0,4,0,2,0.0,0.0,0.0,1221.0,733,0,610,0.0,0,0,0,7143.0,4286,0,3571,0.0,0,0,0,425927.6,3362525.0,0.0,3032.3,CORE,CORE   ,NO CORE,CORE   ,0.0,0,47,16,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB 3d -$5000,0
85477,Base,Base,DISTRIBUIDORES,10.0,MOBILE,4G,2G,Y,N,N,N,SMARTPHONE,SUR,NARIÑO,SAN ANDRÉS DE TUMACO,N,N,Y,1.0,0,0,0,6500.0,0.0,0.0,0.0,6119.0,0,0,0,683.0,0,0,0,5436.0,0,0,0,0,13.0,0,0,1,51.6,0.0,0.0,4.5,5.0,0.0,0.0,0.0,49.0,0,0,0,74.6,0.0,0.0,0.0,6.0,0,0,0,0.0,0.0,0.0,794.0,0,0,0,0.0,0,0,0,4643.0,0,0,0,0.0,0,0,0,9062391.0,0.0,0.0,0.0,CORE,NO CORE,NO CORE,NO CORE,106.0,106,76,45,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,,,0
419554,Base,Base,DISTRIBUIDORES,57.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,COSTA,MAGDALENA,SANTA MARTA,Y,N,N,3.0,2,3,4,18000.0,12000.0,15000.0,24000.0,17711.0,12914,16309,23062,2656.0,2878,3763,2989,15055.0,10036,12546,20073,0,135.0,125,183,181,394.6,386.9,633.3,553.2,4.0,1.0,2.0,3.0,191.0,211,308,457,323.5,387.7,534.5,731.1,7.0,8,3,3,0.0,0.0,0.0,2198.0,1465,1831,2930,0.0,0,0,0,12857.0,8571,10714,17143,0.0,0,0,0,2414204.0,1154806.0,1706410.0,8236587.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,1,0,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,0
220897,Base,Base,TIENDAS_PROPIAS,3.0,MOBILE,4G,2G,Y,N,N,N,SMARTPHONE,SUR,QUINDÍO,FILANDIA,Y,N,N,1.0,0,1,0,16000.0,0.0,10000.0,0.0,13382.0,0,0,0,0.0,0,0,0,13382.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0,0,0,26.8,0.0,0.0,0.0,4.0,0,0,0,0.0,0.0,0.0,1953.0,0,0,0,0.0,0,0,0,11429.0,0,0,0,0.0,0,0,0,16943398.0,0.0,0.0,0.0,CORE,NO CORE,NO CORE,NO CORE,30.0,30,0,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 5 GB Sem -$10000,,,0
447806,Base,Base,DISTRIBUIDORES,54.0,MOBILE,3G,2G,N,N,N,N,FEATURE PHONE,COSTA,MAGDALENA,CERRO DE SAN ANTONIO,Y,N,N,0.0,0,0,0,0.0,0.0,0.0,0.0,2412.0,1594,1098,944,2412.0,1594,1098,944,0.0,0,0,0,0,104.0,65,58,66,248.5,206.9,213.5,125.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.8,0.8,0.4,1.0,CORE,CORE   ,NO CORE,NO CORE,0.0,0,8,1,,,,,,,,,0
261830,Base,Base,E-COMMERCE,10.0,MOBILE,3G,4G,Y,Y,N,Y,SMARTPHONE,SUR,CALDAS,ANSERMA,Y,N,N,4.0,5,0,1,14000.0,15000.0,0.0,15000.0,14243.0,16647,5088,15639,2534.0,4120,5088,3093,11709.0,12527,0,12546,0,46.0,121,71,58,247.2,429.8,380.7,232.1,8.0,4.0,12.0,0.0,129.0,149,103,180,224.8,464.9,138.5,344.1,19.0,35,18,20,0.0,0.0,0.0,1709.0,2338,0,1831,0.0,1618,0,0,10000.0,8571,0,10714,0.0,0,0,0,1170895.0,200334.5,1680018.0,2154090.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,0
61006,Base,Base,RETAIL,15.0,MOBILE,3G,2G,Y,Y,Y,Y,FEATURE PHONE,BOGOTA,CUNDINAMARCA,PASCA,Y,N,N,3.0,3,3,4,26500.0,15000.0,13000.0,20000.0,23310.0,13578,11446,16993,1146.0,1032,571,266,22164.0,12546,10875,16727,0,38.0,24,17,22,85.9,77.2,42.6,19.6,5.0,3.0,2.0,6.0,135.0,150,165,112,132.8,119.7,188.2,97.5,22.0,17,12,21,0.0,0.0,0.0,3235.0,1831,1589,2442,0.0,0,0,0,18929.0,10714,9286,14286,0.0,0,0,0,1402077.0,751907.8,297017.4,956523.8,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,3.0,"Voz Ilimitada + SMS Ilimitados Allnet + 1,5 GB + WA + FB 7d ATCK -$5000",3.0,"Voz Ilimitada + SMS Ilimitados Allnet + 1,5 GB + WA + FB 7d ATCK -$5000",3.0,"Voz Ilimitada + SMS Ilimitados Allnet + 1,5 GB + WA + FB 7d ATCK -$5000",4.0,"Voz Ilimitada + SMS Ilimitados Allnet + 1,5 GB + WA + FB 7d ATCK -$5000",0
377079,Base,Base,DISTRIBUIDORES,8.0,MOBILE,4G,4G,Y,Y,N,Y,SMARTPHONE,COSTA,CÓRDOBA,LORICA,Y,N,N,2.0,1,0,1,6500.0,7000.0,0.0,10000.0,5713.0,7107,426,8693,1861.0,1252,426,329,3852.0,5855,0,8364,0,110.0,69,93,97,318.2,223.0,150.5,182.7,3.0,1.0,2.0,2.0,155.0,6,80,36,350.9,4.4,115.0,57.2,0.0,0,7,0,0.0,0.0,0.0,427.0,855,0,1221,924.0,0,0,0,2500.0,5000,0,7143,0.0,0,0,0,2295859.0,135630.7,1030247.0,282903.6,CORE,CORE   ,NO CORE,CORE   ,0.0,0,2,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,0
83944,Base,Base,FUERZA_VD,76.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,APARTADÓ,Y,N,N,4.0,2,2,4,17000.0,9000.0,6000.0,8000.0,15727.0,10480,6848,8654,1509.0,2953,1830,2010,14218.0,7527,5018,6644,0,90.0,62,109,107,158.5,127.3,170.7,144.8,14.0,43.0,20.0,22.0,48.0,25,20,51,46.5,21.2,15.0,27.2,25.0,22,27,24,0.0,0.0,0.0,2075.0,1099,733,2358,0.0,0,0,0,12143.0,6429,4286,4286,0.0,0,0,0,2512393.0,328768.2,421844.1,382554.5,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,0
79656,Base,Base,DISTRIBUIDORES,25.0,MOBILE,3G,4G,Y,Y,Y,N,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,1.0,1,1,0,7500.0,7000.0,7000.0,0.0,6302.0,5878,5940,65,29.0,23,85,65,6273.0,5855,5855,0,0,4.0,12,9,8,1.8,8.3,6.4,10.9,6.0,1.0,1.0,0.0,6.0,30,0,0,1.3,5.1,0.0,0.0,20.0,18,17,18,0.0,0.0,0.0,916.0,855,855,0,0.0,0,0,0,5357.0,5000,5000,0,0.0,0,0,0,335524.8,1306275.0,4163.8,9543.9,CORE,CORE   ,CORE   ,NO CORE,2.0,2,0,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,,,0
233245,Base,Base,DISTRIBUIDORES,97.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,COSTA,BOLÍVAR,CARTAGENA DE INDIAS,Y,N,N,4.0,4,5,3,29500.0,27000.0,31000.0,21000.0,25854.0,23215,26352,18467,614.0,633,480,819,25240.0,22582,25872,17648,0,37.0,34,31,42,150.9,127.7,102.6,151.0,9.0,8.0,5.0,7.0,127.0,105,78,122,237.5,199.8,228.1,237.1,41.0,33,38,35,0.0,0.0,0.0,3643.0,3296,8498,2564,462.0,0,693,0,20714.0,19286,16429,15000,420.0,0,252,84,4743208.0,4597840.0,892535.2,1777198.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,0
318987,Base,Base,DISTRIBUIDORES,11.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,BOGOTA,CUNDINAMARCA,VIOTÁ,Y,N,N,1.0,1,1,1,16000.0,15000.0,15000.0,15000.0,19461.0,17493,20709,21147,6079.0,4947,8163,8601,13382.0,12546,12546,12546,0,59.0,70,78,92,427.6,371.1,611.8,644.6,1.0,0.0,7.0,2.0,217.0,175,147,276,582.0,362.9,209.5,725.5,1.0,1,2,2,0.0,0.0,0.0,1953.0,1831,1831,1831,0.0,0,0,0,11429.0,10714,10714,10714,0.0,0,0,0,5532150.0,10380656.0,11456224.0,16214631.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,1,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,0
458401,Base,Base,RETAIL,33.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,SUR,CAUCA,PATÍA,Y,N,N,3.0,3,2,3,10500.0,6999.0,6000.0,9000.0,9004.0,5886,5217,7645,222.0,32,199,118,8782.0,5854,5018,7527,0,3.0,5,5,6,16.4,2.4,15.0,8.8,3.0,0.0,0.0,1.0,86.0,23,58,63,257.0,34.2,95.5,143.3,28.0,15,16,18,0.0,0.0,0.0,1282.0,854,733,1099,0.0,0,0,0,7500.0,4999,4286,6429,0.0,0,0,0,2472706.0,1156865.0,1409272.0,2408356.0,CORE,CORE   ,CORE   ,CORE   ,1.0,1,0,2,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,0
132432,Base,Base,DISTRIBUIDORES,5.0,MOBILE,4G,4G,Y,Y,N,N,SMARTPHONE,COSTA,CÓRDOBA,LA APARTADA,Y,N,N,1.0,4,0,0,3500.0,9000.0,0.0,0.0,2929.0,6562,0,20,2.0,35,0,20,2927.0,6527,0,0,0,6.0,17,12,42,6.1,20.6,8.4,167.1,2.0,3.0,0.0,2.0,0.0,2,0,0,0.0,0.2,0.0,0.0,2.0,10,15,1,0.0,0.0,0.0,427.0,855,0,0,0.0,672,0,0,2500.0,5000,0,0,0.0,0,0,0,3915395.0,3698735.0,806348.5,125058.6,CORE,CORE   ,NO CORE,NO CORE,2.0,2,1,2,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,,,,,0
165854,Base,Base,DISTRIBUIDORES,86.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,COSTA,BOLÍVAR,MOMPÓS,Y,N,N,2.0,3,2,3,22000.0,30000.0,20000.0,30000.0,21750.0,29133,27800,29710,3350.0,4042,11073,4619,18400.0,25091,16727,25091,0,181.0,146,279,191,1642.9,1332.1,1411.0,1264.5,3.0,1.0,3.0,4.0,170.0,216,343,278,933.2,757.2,776.1,976.8,1.0,34,8,23,0.0,0.0,0.0,2686.0,3663,2442,3663,0.0,0,0,0,15714.0,21429,14286,21429,0.0,0,0,0,1551868.0,3017320.0,3056375.0,4165192.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,0
237372,Base,Base,FUERZA_VD,114.0,MOBILE,2G,3G,N,N,N,N,FEATURE PHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,3.0,5,3,5,15000.0,25000.0,15000.0,25000.0,19220.0,15618,21153,22529,2625.0,1600,1682,1494,16595.0,14018,19471,21035,0,51.0,33,36,31,150.3,120.1,126.1,112.1,0.0,0.0,0.0,0.0,76.0,57,77,91,94.0,102.1,109.1,135.9,0.0,0,0,0,0.0,0.0,0.0,12898.0,10551,13924,16498,3697.0,3466,5546,4538,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,1,,,,,,,,,0
392517,Base,Base,DISTRIBUIDORES,86.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,4.0,2,9,6,14000.0,6000.0,27000.0,18000.0,24119.0,17765,23916,22300,12410.0,12747,1334,7245,11709.0,5018,22582,15055,0,62.0,60,38,40,1284.1,1123.4,453.1,588.6,4.0,4.0,129.0,10.0,11.0,33,42,24,62.2,213.9,469.2,441.4,0.0,11,161,47,0.0,0.0,0.0,1709.0,733,3296,2198,0.0,0,0,0,10000.0,4286,19286,12857,0.0,0,0,0,9485158.0,14317512.0,18920150.0,28654713.0,CORE,CORE   ,CORE   ,CORE   ,4.0,4,0,5,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1 GB 2d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,9.0,Voz Ilimitada + SMS Ilimitados Allnet + 1 GB 2d -$3000,6.0,Voz Ilimitada + SMS Ilimitados Allnet + 1 GB 2d -$3000,0
